Unnamed: 0,row ID,row ID.1,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,Compound Key,Standard Type,Standard Relation,IC50,Standard Units,Structure,Data Validity Comment,Comment,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,smiles,Properties,Cluster,Cluster (to number),Tanimoto,inout,cluster
172,Row170,Row1910,CHEMBL3916178,,0,479.6,BDBM182476,IC50,=,2.1,nM,Cc1cc(ccc1F)-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5OCC,,329917.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,Cc1cc(ccc1F)-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5OCC,,Row2590,1,0.1234985366463661,out,6
173,Row171,Row2019,CHEMBL390372,,0,437.34,13k,IC50,=,2.1,nM,Cc1n[nH]c2ccc(cc21)-c3cncc(c3)OC[C@@H](N)Cc4cccc(Br)c4,,,CHEMBL889241,Inhibition of human Akt1,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1145373,1,Scientific Literature,J. Med. Chem.,2007.0,Cc1n[nH]c2ccc(cc21)-c3cncc(c3)OC[C@@H](N)Cc4cccc(Br)c4,,Row1976,11,0.1143269911408424,out,6
174,Row172,Row3355,CHEMBL3961404,,0,599.64,BDBM187396,IC50,=,2.1,nM,C[C@H](n1cnnc1-c2nc(cs2)NC(=O)c3cc(c(cn3)N4CCC5(COC5)CC4)-n6cc(nc6)C7CC7)C(F)(F)F,,337134.0,CHEMBL3887422,"Time-Resolved Fluorescence Resonance energy transfer (TR-FRET) Immunoassay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection. This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio. Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase were incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP was added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1xEu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 were added to stop the reaction and phosphorylated peptide substrate was detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence was measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm was calculated for each well.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886314,37,BindingDB Database,,2015.0,C[C@H](n1cnnc1-c2nc(cs2)NC(=O)c3cc(c(cn3)N4CCC5(COC5)CC4)-n6cc(nc6)C7CC7)C(F)(F)F,,Row1789,25,0.0939198285341262,out,6
175,Row173,Row4001,CHEMBL3910789,,0,474.54,BDBM182470,IC50,=,2.1,nM,CCc1c(N)ncnc1N2CCC(CC2)c3nc(cn3CCNC)-c4cc(ncc4)C(F)(F)F,,329911.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,CCc1c(N)ncnc1N2CCC(CC2)c3nc(cn3CCNC)-c4cc(ncc4)C(F)(F)F,,Row2164,32,0.1140961050987243,out,6
176,Row175,Row402,CHEMBL3218297,,0,422.49,5g-Mes,IC50,=,2.16,nM,Oc1cc(CNC(=O)Nc2nc(cs2)-c3ccncc3)ccc1,,,CHEMBL3224479,Inhibition of AKT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3217586,1,Scientific Literature,MedChemComm,2012.0,Oc1cc(CNC(=O)Nc2nc(cs2)-c3ccncc3)ccc1,,Row3192,40,0.1027001738548278,out,6
177,Row176,Row643,CHEMBL3986793,,0,537.99,BDBM182508,IC50,=,2.2,nM,Nc1ncnc(c1Cl)N2CCC(CC2)c3nc(cn3CCN4CCCC4)-c5ccc(F)c(c5)C(F)(F)F,,329949.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,Nc1ncnc(c1Cl)N2CCC(CC2)c3nc(cn3CCN4CCCC4)-c5ccc(F)c(c5)C(F)(F)F,,Row643,24,0.1248784735798835,out,6
178,Row177,Row1115,CHEMBL3977147,,0,551.42,BDBM182425,IC50,=,2.2,nM,Nc1ncnc(c1Br)N2CCC(CC2)c3nc(cn3CCN4CCC4)-c5cc(ncc5)C(F)(F)F,,329866.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,Nc1ncnc(c1Br)N2CCC(CC2)c3nc(cn3CCN4CCC4)-c5cc(ncc5)C(F)(F)F,,Row2590,1,0.1223769038915634,out,6
179,Row178,Row1208,CHEMBL3908126,,0,523.57,BDBM187353,IC50,=,2.2,nM,O=C(Nc1csc(n1)-c2nncn2C3CC3)c4cc(c(cn4)N5CC(C5)C(F)F)-n6cnc(c6)C7CC7,,337091.0,CHEMBL3887422,"Time-Resolved Fluorescence Resonance energy transfer (TR-FRET) Immunoassay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection. This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio. Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase were incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP was added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1xEu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 were added to stop the reaction and phosphorylated peptide substrate was detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence was measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm was calculated for each well.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886314,37,BindingDB Database,,2015.0,O=C(Nc1csc(n1)-c2nncn2C3CC3)c4cc(c(cn4)N5CC(C5)C(F)F)-n6cnc(c6)C7CC7,,Row2917,8,0.0839292705059051,out,6
180,Row179,Row1470,CHEMBL3891980,,0,472.64,BDBM182481,IC50,=,2.2,nM,CC(C)c1cc(ccn1)-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5C=C,,329922.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,CC(C)c1cc(ccn1)-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5C=C,,Row3753,7,0.1230660080909729,out,6
181,Row180,Row1597,CHEMBL3898363,,0,526.63,BDBM187361,IC50,=,2.2,nM,N#CC1CCN(CC1)c2cnc(cc2-n3cnc(c3)C4CC4)C(=O)Nc5csc(n5)-c6nncn6C7CC7,,337099.0,CHEMBL3887422,"Time-Resolved Fluorescence Resonance energy transfer (TR-FRET) Immunoassay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection. This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio. Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase were incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP was added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1xEu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 were added to stop the reaction and phosphorylated peptide substrate was detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence was measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm was calculated for each well.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886314,37,BindingDB Database,,2015.0,N#CC1CCN(CC1)c2cnc(cc2-n3cnc(c3)C4CC4)C(=O)Nc5csc(n5)-c6nncn6C7CC7,,Row2917,8,0.0904763266444206,out,6
182,Row181,Row2280,CHEMBL3893936,,0,601.66,BDBM187387,IC50,=,2.2,nM,CC1(CCN(CC1)c2cnc(cc2-n3cc(nc3)C4CC4)C(=O)Nc5csc(n5)-c6nncn6[C@@H](C)C(F)(F)F)OC,,337125.0,CHEMBL3887422,"Time-Resolved Fluorescence Resonance energy transfer (TR-FRET) Immunoassay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection. This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio. Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase were incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP was added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1xEu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 were added to stop the reaction and phosphorylated peptide substrate was detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence was measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm was calculated for each well.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886314,37,BindingDB Database,,2015.0,CC1(CCN(CC1)c2cnc(cc2-n3cc(nc3)C4CC4)C(=O)Nc5csc(n5)-c6nncn6[C@@H](C)C(F)(F)F)OC,,Row1789,25,0.0958525314927101,out,6
183,Row182,Row3350,CHEMBL3953359,,0,555.59,BDBM187392,IC50,=,2.2,nM,C[C@H](n1cnnc1-c2nc(cs2)NC(=O)c3cc(c(cn3)N4CC5CC5C4)-n6cc(nc6)C7CC7)C(F)(F)F,,337130.0,CHEMBL3887422,"Time-Resolved Fluorescence Resonance energy transfer (TR-FRET) Immunoassay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection. This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio. Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase were incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP was added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1xEu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 were added to stop the reaction and phosphorylated peptide substrate was detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence was measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm was calculated for each well.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886314,37,BindingDB Database,,2015.0,C[C@H](n1cnnc1-c2nc(cs2)NC(=O)c3cc(c(cn3)N4CC5CC5C4)-n6cc(nc6)C7CC7)C(F)(F)F,,Row1789,25,0.0819146186113357,out,6
184,Row183,Row1168,CHEMBL3927877,,0,542.59,BDBM182611,IC50,=,2.3,nM,Nc1ncnc(c1C#N)N2CCC(CC2)c3nc(cn3CCN4CCCCC4)-c5ccc(F)c(c5)C(F)(F)F,,330052.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,Nc1ncnc(c1C#N)N2CCC(CC2)c3nc(cn3CCN4CCCCC4)-c5ccc(F)c(c5)C(F)(F)F,,Row3990,26,0.1170775964856147,out,6
185,Row184,Row1207,CHEMBL3972479,,0,474.59,BDBM182677,IC50,=,2.3,nM,Cc1cc(ccc1F)-c2cn(CCNCC3CC3)c(n2)C4CCN(CC4)c5ncnc(N)c5C#N,,330118.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,Cc1cc(ccc1F)-c2cn(CCNCC3CC3)c(n2)C4CCN(CC4)c5ncnc(N)c5C#N,,Row3798,5,0.1090339943766594,out,6
186,Row185,Row1211,CHEMBL3904498,,0,587.63,BDBM187382,IC50,=,2.3,nM,C[C@H](n1cnnc1-c2nc(cs2)NC(=O)c3cc(c(cn3)N4CCC(CC4)OC)-n5cnc(c5)C6CC6)C(F)(F)F,,337120.0,CHEMBL3887422,"Time-Resolved Fluorescence Resonance energy transfer (TR-FRET) Immunoassay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection. This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio. Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase were incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP was added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1xEu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 were added to stop the reaction and phosphorylated peptide substrate was detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence was measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm was calculated for each well.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886314,37,BindingDB Database,,2015.0,C[C@H](n1cnnc1-c2nc(cs2)NC(=O)c3cc(c(cn3)N4CCC(CC4)OC)-n5cnc(c5)C6CC6)C(F)(F)F,,Row1789,25,0.0821523517370224,out,6
187,Row186,Row1350,CHEMBL3908356,,0,614.66,BDBM187383,IC50,=,2.3,nM,C[C@H](n1cnnc1-c2nc(cs2)NC(=O)c3cc(c(cn3)N4CCC(CC4)C(=O)NC)-n5cc(nc5)C6CC6)C(F)(F)F,,337121.0,CHEMBL3887422,"Time-Resolved Fluorescence Resonance energy transfer (TR-FRET) Immunoassay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection. This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio. Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase were incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP was added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1xEu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 were added to stop the reaction and phosphorylated peptide substrate was detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence was measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm was calculated for each well.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886314,37,BindingDB Database,,2015.0,C[C@H](n1cnnc1-c2nc(cs2)NC(=O)c3cc(c(cn3)N4CCC(CC4)C(=O)NC)-n5cc(nc5)C6CC6)C(F)(F)F,,Row1789,25,0.081565648317337,out,6
188,Row187,Row1491,CHEMBL3981085,,0,451.55,BDBM182483,IC50,=,2.3,nM,Cc1cc(ccc1F)-c2cn(CC3CNC3)c(n2)C4CCN(CC4)c5ncnc(N)c5OC,,329924.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,Cc1cc(ccc1F)-c2cn(CC3CNC3)c(n2)C4CCN(CC4)c5ncnc(N)c5OC,,Row3798,5,0.1249411553144455,out,6
189,Row188,Row1526,CHEMBL3894578,,0,568.42,BDBM182516,IC50,=,2.3,nM,Nc1ncnc(c1Br)N2CCC(CC2)c3nc(cn3CCN4CCC4)-c5ccc(F)c(c5)C(F)(F)F,,329957.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,Nc1ncnc(c1Br)N2CCC(CC2)c3nc(cn3CCN4CCC4)-c5ccc(F)c(c5)C(F)(F)F,,Row643,24,0.1213854625821113,out,6
